Variable,Measure,COU,Country,Year,Value
External causes of mortality,Number of total deaths,FIN,Finland,1996,4127
External causes of mortality,Number of total deaths,FIN,Finland,1997,4280
External causes of mortality,Number of total deaths,FIN,Finland,1998,4277
External causes of mortality,Number of total deaths,FIN,Finland,1999,4178
External causes of mortality,Number of total deaths,FIN,Finland,2000,4128
External causes of mortality,Number of total deaths,FIN,Finland,2001,4166
External causes of mortality,Number of total deaths,FIN,Finland,2002,4077
External causes of mortality,Number of total deaths,FIN,Finland,2003,4125
External causes of mortality,Number of total deaths,FIN,Finland,2004,4353
External causes of mortality,Number of total deaths,FIN,Finland,2005,4295
External causes of mortality,Number of total deaths,FIN,Finland,2006,4337
External causes of mortality,Number of total deaths,FIN,Finland,2007,4245
External causes of mortality,Number of total deaths,FIN,Finland,2008,4277
External causes of mortality,Number of total deaths,FIN,Finland,2009,4150
External causes of mortality,Number of total deaths,FIN,Finland,2010,4000
External causes of mortality,Number of total deaths,FIN,Finland,2011,3866
External causes of mortality,Number of total deaths,FIN,Finland,2012,3683
External causes of mortality,Number of total deaths,FIN,Finland,2013,3605
External causes of mortality,Number of total deaths,FIN,Finland,2014,3477
External causes of mortality,Number of total deaths,FIN,Finland,2015,3297
Neoplasms,Number of total deaths,FIN,Finland,1993,10349
Neoplasms,Number of total deaths,FIN,Finland,1994,10032
Neoplasms,Number of total deaths,FIN,Finland,1995,10308
Neoplasms,Number of total deaths,FIN,Finland,1996,10309
Neoplasms,Number of total deaths,FIN,Finland,1997,10415
Neoplasms,Number of total deaths,FIN,Finland,1998,10503
Neoplasms,Number of total deaths,FIN,Finland,1999,10445
Neoplasms,Number of total deaths,FIN,Finland,2000,10492
Neoplasms,Number of total deaths,FIN,Finland,2001,10608
Neoplasms,Number of total deaths,FIN,Finland,2002,10522
Neoplasms,Number of total deaths,FIN,Finland,2003,10705
Neoplasms,Number of total deaths,FIN,Finland,2004,10768
Neoplasms,Number of total deaths,FIN,Finland,2005,10856
Neoplasms,Number of total deaths,FIN,Finland,2006,11046
Neoplasms,Number of total deaths,FIN,Finland,2007,11097
Neoplasms,Number of total deaths,FIN,Finland,2008,11214
Neoplasms,Number of total deaths,FIN,Finland,2009,11310
Neoplasms,Number of total deaths,FIN,Finland,2010,11881
Neoplasms,Number of total deaths,FIN,Finland,2011,11900
Neoplasms,Number of total deaths,FIN,Finland,2012,12074
Neoplasms,Number of total deaths,FIN,Finland,2013,12226
Neoplasms,Number of total deaths,FIN,Finland,2014,12270
Neoplasms,Number of total deaths,FIN,Finland,2015,12481
All causes of death,Number of total deaths,FRA,France,1993,532263
All causes of death,Number of total deaths,FRA,France,1994,519965
All causes of death,Number of total deaths,FRA,France,1995,531618
All causes of death,Number of total deaths,FRA,France,1996,535775
All causes of death,Number of total deaths,FRA,France,1997,530319
All causes of death,Number of total deaths,FRA,France,1998,534003
All causes of death,Number of total deaths,FRA,France,1999,537459
All causes of death,Number of total deaths,FRA,France,2000,530850
All causes of death,Number of total deaths,FRA,France,2001,531072
All causes of death,Number of total deaths,FRA,France,2002,535140
All causes of death,Number of total deaths,FRA,France,2003,552335
All causes of death,Number of total deaths,FRA,France,2004,509419
All causes of death,Number of total deaths,FRA,France,2005,527516
All causes of death,Number of total deaths,FRA,France,2006,515952
All causes of death,Number of total deaths,FRA,France,2007,520535
All causes of death,Number of total deaths,FRA,France,2008,532474
All causes of death,Number of total deaths,FRA,France,2009,537197
All causes of death,Number of total deaths,FRA,France,2010,541576
All causes of death,Number of total deaths,FRA,France,2011,536628
All causes of death,Number of total deaths,FRA,France,2012,558452
All causes of death,Number of total deaths,FRA,France,2013,556031
All causes of death,Number of total deaths,FRA,France,2014,544618
Certain infectious and parasitic diseases,Number of total deaths,FRA,France,1993,11803
Certain infectious and parasitic diseases,Number of total deaths,FRA,France,1994,12321
Certain infectious and parasitic diseases,Number of total deaths,FRA,France,1995,12542
Certain infectious and parasitic diseases,Number of total deaths,FRA,France,1996,10908
Certain infectious and parasitic diseases,Number of total deaths,FRA,France,1997,8599
Certain infectious and parasitic diseases,Number of total deaths,FRA,France,1998,7989
Certain infectious and parasitic diseases,Number of total deaths,FRA,France,1999,7833
Certain infectious and parasitic diseases,Number of total deaths,FRA,France,2000,10615
Certain infectious and parasitic diseases,Number of total deaths,FRA,France,2001,10125
Certain infectious and parasitic diseases,Number of total deaths,FRA,France,2002,10324
Certain infectious and parasitic diseases,Number of total deaths,FRA,France,2003,11048
Certain infectious and parasitic diseases,Number of total deaths,FRA,France,2004,9557
Certain infectious and parasitic diseases,Number of total deaths,FRA,France,2005,9903
Certain infectious and parasitic diseases,Number of total deaths,FRA,France,2006,9802
Certain infectious and parasitic diseases,Number of total deaths,FRA,France,2007,9874
Certain infectious and parasitic diseases,Number of total deaths,FRA,France,2008,10638
Certain infectious and parasitic diseases,Number of total deaths,FRA,France,2009,10853
Certain infectious and parasitic diseases,Number of total deaths,FRA,France,2010,10780
Certain infectious and parasitic diseases,Number of total deaths,FRA,France,2011,11421
Certain infectious and parasitic diseases,Number of total deaths,FRA,France,2012,11555
Certain infectious and parasitic diseases,Number of total deaths,FRA,France,2013,10660
Certain infectious and parasitic diseases,Number of total deaths,FRA,France,2014,10226
Diseases of the blood and blood-forming organs,Number of total deaths,FRA,France,1993,2725
Diseases of the blood and blood-forming organs,Number of total deaths,FRA,France,1994,2625
Diseases of the blood and blood-forming organs,Number of total deaths,FRA,France,1995,2892
Diseases of the blood and blood-forming organs,Number of total deaths,FRA,France,1996,2846
Diseases of the blood and blood-forming organs,Number of total deaths,FRA,France,1997,2879
Diseases of the blood and blood-forming organs,Number of total deaths,FRA,France,1998,2981
Diseases of the blood and blood-forming organs,Number of total deaths,FRA,France,1999,2926
Diseases of the blood and blood-forming organs,Number of total deaths,FRA,France,2000,2276
Diseases of the blood and blood-forming organs,Number of total deaths,FRA,France,2001,2247
Diseases of the blood and blood-forming organs,Number of total deaths,FRA,France,2002,2209
Diseases of the blood and blood-forming organs,Number of total deaths,FRA,France,2003,2282
Diseases of the blood and blood-forming organs,Number of total deaths,FRA,France,2004,2115
Diseases of the blood and blood-forming organs,Number of total deaths,FRA,France,2005,2147
Diseases of the blood and blood-forming organs,Number of total deaths,FRA,France,2006,2185
Diseases of the blood and blood-forming organs,Number of total deaths,FRA,France,2007,2136
Diseases of the blood and blood-forming organs,Number of total deaths,FRA,France,2008,2186
Diseases of the blood and blood-forming organs,Number of total deaths,FRA,France,2009,2240
Diseases of the blood and blood-forming organs,Number of total deaths,FRA,France,2010,2252
Diseases of the blood and blood-forming organs,Number of total deaths,FRA,France,2011,2166
Diseases of the blood and blood-forming organs,Number of total deaths,FRA,France,2012,2046
Diseases of the blood and blood-forming organs,Number of total deaths,FRA,France,2013,2034
Diseases of the blood and blood-forming organs,Number of total deaths,FRA,France,2014,1977
Diabetes mellitus,Number of total deaths,FRA,France,1993,6574
Diabetes mellitus,Number of total deaths,FRA,France,1994,6357
Diabetes mellitus,Number of total deaths,FRA,France,1995,6437
Diabetes mellitus,Number of total deaths,FRA,France,1996,6622
Diabetes mellitus,Number of total deaths,FRA,France,1997,6770
Diabetes mellitus,Number of total deaths,FRA,France,1998,8962
Diabetes mellitus,Number of total deaths,FRA,France,1999,9796
Diabetes mellitus,Number of total deaths,FRA,France,2000,10816
Diabetes mellitus,Number of total deaths,FRA,France,2001,11060
Diabetes mellitus,Number of total deaths,FRA,France,2002,11203
Diabetes mellitus,Number of total deaths,FRA,France,2003,11842
Diabetes mellitus,Number of total deaths,FRA,France,2004,10891
Diabetes mellitus,Number of total deaths,FRA,France,2005,11296
Diabetes mellitus,Number of total deaths,FRA,France,2006,10973
Diabetes mellitus,Number of total deaths,FRA,France,2007,10992
Diabetes mellitus,Number of total deaths,FRA,France,2008,11177
Diabetes mellitus,Number of total deaths,FRA,France,2009,11168
Diabetes mellitus,Number of total deaths,FRA,France,2010,10725
Diabetes mellitus,Number of total deaths,FRA,France,2011,10908
Diabetes mellitus,Number of total deaths,FRA,France,2012,11223
Diabetes mellitus,Number of total deaths,FRA,France,2013,11170
Diabetes mellitus,Number of total deaths,FRA,France,2014,10823
Mental and behavioural disorders,Number of total deaths,FRA,France,1993,12919
Mental and behavioural disorders,Number of total deaths,FRA,France,1994,13111
Mental and behavioural disorders,Number of total deaths,FRA,France,1995,13259
Mental and behavioural disorders,Number of total deaths,FRA,France,1996,13277
Mental and behavioural disorders,Number of total deaths,FRA,France,1997,13670
Mental and behavioural disorders,Number of total deaths,FRA,France,1998,14568
Mental and behavioural disorders,Number of total deaths,FRA,France,1999,15894
Mental and behavioural disorders,Number of total deaths,FRA,France,2000,17320
Mental and behavioural disorders,Number of total deaths,FRA,France,2001,17693
Mental and behavioural disorders,Number of total deaths,FRA,France,2002,17896
Mental and behavioural disorders,Number of total deaths,FRA,France,2003,19036
Mental and behavioural disorders,Number of total deaths,FRA,France,2004,16029
Mental and behavioural disorders,Number of total deaths,FRA,France,2005,17057
Mental and behavioural disorders,Number of total deaths,FRA,France,2006,16391
Mental and behavioural disorders,Number of total deaths,FRA,France,2007,16830
Mental and behavioural disorders,Number of total deaths,FRA,France,2008,17390
Mental and behavioural disorders,Number of total deaths,FRA,France,2009,17558
Mental and behavioural disorders,Number of total deaths,FRA,France,2010,17894
Mental and behavioural disorders,Number of total deaths,FRA,France,2011,19196
Mental and behavioural disorders,Number of total deaths,FRA,France,2012,21631
Mental and behavioural disorders,Number of total deaths,FRA,France,2013,22178
Mental and behavioural disorders,Number of total deaths,FRA,France,2014,22097
Diseases of the nervous system,Number of total deaths,FRA,France,1993,11593
Diseases of the nervous system,Number of total deaths,FRA,France,1994,12041
Diseases of the nervous system,Number of total deaths,FRA,France,1995,12515
Diseases of the nervous system,Number of total deaths,FRA,France,1996,12940
Diseases of the nervous system,Number of total deaths,FRA,France,1997,13691
Diseases of the nervous system,Number of total deaths,FRA,France,1998,15530
Diseases of the nervous system,Number of total deaths,FRA,France,1999,16868
Diseases of the nervous system,Number of total deaths,FRA,France,2000,20068
Diseases of the nervous system,Number of total deaths,FRA,France,2001,21353
Diseases of the nervous system,Number of total deaths,FRA,France,2002,22619
Diseases of the nervous system,Number of total deaths,FRA,France,2003,25548
Diseases of the nervous system,Number of total deaths,FRA,France,2004,23409
Diseases of the nervous system,Number of total deaths,FRA,France,2005,26371
Diseases of the nervous system,Number of total deaths,FRA,France,2006,27184
Diseases of the nervous system,Number of total deaths,FRA,France,2007,28448
Diseases of the nervous system,Number of total deaths,FRA,France,2008,30574
Diseases of the nervous system,Number of total deaths,FRA,France,2009,31432
Diseases of the nervous system,Number of total deaths,FRA,France,2010,32282
Diseases of the nervous system,Number of total deaths,FRA,France,2011,33224
Diseases of the nervous system,Number of total deaths,FRA,France,2012,35844
Diseases of the nervous system,Number of total deaths,FRA,France,2013,35032
